%META:TOPICINFO{author="BaseUserMapping_333" comment="save topic" date="1566186706" format="1.1" reprev="882" version="890"}%
%META:TOPICPARENT{name="WebHome"}%
---++ Statistics for <nop>%WEB% Web

| *Month:* | *Topic <br /> views:* | *Topic <br /> saves:* | *File <br /> uploads:* | *Most popular <br /> topic views:* | *Top contributors for <br /> topic save and uploads:* |
| Nov 2010 |  13068 |  77 |  7 | 1962 [[WebStatistics]]<br />1522 [[GwIeSOSProfile]]<br />1159 [[GroundwaterInteroperabilityExperiment]]<br />768 [[GwIeSosGaps]]<br />739 [[Call2010-10-05]]<br />730 [[Call2010-11-02]]<br />703 [[Call2010-11-16]]<br />526 [[WebNotify]]<br />523 [[SurfacewaterInteroperabilityExperiment]]<br />411 [[WebHome]]<br />323 [[SydneyTc2010]] | &nbsp;30 Main.EricBoisvert<br />&nbsp;16 Main.BoyanBrodaric<br />&nbsp;12 Main.IlinKuo<br />&nbsp;&nbsp;7 Main.DavidLemon<br />&nbsp;&nbsp;7 Main.PeterFitch<br />&nbsp;&nbsp;6 Main.StefanFuest<br />&nbsp;&nbsp;4 Main.CarstenHeidmann<br />&nbsp;&nbsp;2 Main.NateBooth |
| Oct 2010 |  9557 |  78 |  9 | 1930 [[WebStatistics]]<br />706 [[WebHome]]<br />565 [[ToulouseWorkshop]]<br />513 [[GroundwaterInteroperabilityExperiment]]<br />490 [[GwIeSOSProfile]]<br />411 [[SydneyTc2010]]<br />349 [[Call2010-10-05]]<br />331 [[SurfacewaterInteroperabilityExperiment]]<br />321 [[ToulouseTc2010]]<br />297 [[Call2010-10-19]]<br />285 [[GwIeGMLswitchover]] | &nbsp;34 Main.EricBoisvert<br />&nbsp;25 Main.PeterFitch<br />&nbsp;&nbsp;7 Main.StefanFuest<br />&nbsp;&nbsp;6 Main.BoyanBrodaric<br />&nbsp;&nbsp;4 Main.NateBooth<br />&nbsp;&nbsp;4 Main.DavidLemon<br />&nbsp;&nbsp;3 Main.UlrichLooser<br />&nbsp;&nbsp;2 Main.PeterTaylor<br />&nbsp;&nbsp;1 Main.IlinKuo<br />&nbsp;&nbsp;1 Main.CarstenHeidmann |
| Sep 2010 |  7410 |  45 |  15 | 1777 [[WebStatistics]]<br />592 [[WebHome]]<br />549 [[SurfacewaterInteroperabilityExperiment]]<br />549 [[ToulouseTc2010]]<br />392 [[SOSUsageAndServerTypeDiscussion]]<br />272 [[WebTopicCreator]]<br />197 [[UseCase1CrossborderDataExchange]]<br />193 [[WorkingGroupMeetings]]<br />176 [[EuroIETelco20100902]]<br />156 [[Call2010-09-09]]<br />129 [[GroundwaterInteroperabilityExperiment]] | &nbsp;21 Main.UlrichLooser<br />&nbsp;20 Main.StefanFuest<br />&nbsp;&nbsp;5 Main.PeterFitch<br />&nbsp;&nbsp;4 Main.NateBooth<br />&nbsp;&nbsp;4 Main.PeterGijsbers<br />&nbsp;&nbsp;2 Main.ChrisMichl<br />&nbsp;&nbsp;2 Main.SimonJirka<br />&nbsp;&nbsp;2 Main.CarstenHeidmann |
| Aug 2010 |  6899 |  28 |  2 | 1709 [[WebStatistics]]<br />500 [[SurfacewaterInteroperabilityExperiment]]<br />369 [[WebTopicCreator]]<br />344 [[WebHome]]<br />256 [[July282010]]<br />231 [[UseCase2ForecastingIngest]]<br />225 [[UseCase1CrossborderDataExchange]]<br />177 [[DraftAgendaToulouse]]<br />140 [[GwIeGetCapabilitiesBestPractices]]<br />138 [[August112010]]<br />134 [[EuroIETelco20100805]] | &nbsp;12 Main.PeterFitch<br />&nbsp;&nbsp;5 Main.JohnHalquist<br />&nbsp;&nbsp;5 Main.ChrisMichl<br />&nbsp;&nbsp;4 Main.CarstenHeidmann<br />&nbsp;&nbsp;4 Main.PeterGijsbers |
| Jul 2010 |  5956 |  15 |  5 | 1494 [[WebStatistics]]<br />443 [[SurfacewaterInteroperabilityExperiment]]<br />283 [[WebHome]]<br />210 [[WebTopicCreator]]<br />204 [[SilverSpringTc2010]]<br />192 [[UseCase1CrossborderDataExchange]]<br />190 [[WebNotify]]<br />161 [[GwIeGetCapabilitiesBestPractices]]<br />148 [[GroundwaterInteroperabilityExperiment]]<br />146 [[JRCWkShop2010]]<br />129 [[UseCase2ForecastingIngest]] | &nbsp;&nbsp;8 Main.DavidLemon<br />&nbsp;&nbsp;4 Main.PeterFitch<br />&nbsp;&nbsp;2 Main.EricBoisvert<br />&nbsp;&nbsp;2 Main.PeterGijsbers<br />&nbsp;&nbsp;2 Main.IlyaZaslavsky<br />&nbsp;&nbsp;1 Main.JessicaLucido<br />&nbsp;&nbsp;1 Main.MathieuKazmierski |
| Jun 2010 |  7146 |  107 |  30 | 1112 [[WebStatistics]]<br />647 [[WebTopicCreator]]<br />643 [[SilverSpringTc2010]]<br />569 [[SurfacewaterInteroperabilityExperiment]]<br />400 [[WebHome]]<br />337 [[GroundwaterInteroperabilityExperiment]]<br />301 [[Call2010-05-25]]<br />182 [[Call2010-06-28]]<br />161 [[FeatureModels]]<br />136 [[WaterML20Instances]]<br />119 [[GwIeGetCapabilitiesBestPractices]] | &nbsp;53 Main.PeterFitch<br />&nbsp;22 Main.IlyaZaslavsky<br />&nbsp;15 Main.EricBoisvert<br />&nbsp;14 Main.ChrisMichl<br />&nbsp;11 Main.CarstenHeidmann<br />&nbsp;&nbsp;7 Main.NateBooth<br />&nbsp;&nbsp;5 Main.MarkNardi<br />&nbsp;&nbsp;4 Main.PeterTaylor<br />&nbsp;&nbsp;2 Main.BoyanBrodaric<br />&nbsp;&nbsp;2 Main.JohnHalquist<br />&nbsp;&nbsp;2 Main.BenDomenico |
| May 2010 |  6150 |  25 |  3 | 1005 [[WebTopicCreator]]<br />453 [[WebStatistics]]<br />432 [[WebHome]]<br />408 [[SurfacewaterInteroperabilityExperiment]]<br />294 [[GroundwaterInteroperabilityExperiment]]<br />136 [[UseCase1CrossborderDataExchange]]<br />132 [[WebChanges]]<br />126 [[WorkingGroupMeetings]]<br />125 [[SilverSpringTc2010]]<br />120 [[JRCWkShop2010]]<br />109 [[Call2010-03-24]] | &nbsp;13 Main.PeterFitch<br />&nbsp;10 Main.ChrisMichl<br />&nbsp;&nbsp;2 Main.IlyaZaslavsky<br />&nbsp;&nbsp;1 Main.PeterTaylor<br />&nbsp;&nbsp;1 Main.BoyanBrodaric<br />&nbsp;&nbsp;1 Main.SylvainGrellet |
| Apr 2010 |  5461 |  56 |  11 | 1166 [[WebTopicCreator]]<br />433 [[SurfacewaterInteroperabilityExperiment]]<br />414 [[WebHome]]<br />190 [[WebStatistics]]<br />140 [[GroundwaterInteroperabilityExperiment]]<br />130 [[JRCWkShop2010]]<br />126 [[WebChanges]]<br />114 [[WebTopicList]]<br />102 [[UseCase1CrossborderDataExchange]]<br />&nbsp;93 [[WebNotify]]<br />&nbsp;93 [[HydroDWGDocuments]] | &nbsp;33 Main.PeterFitch<br />&nbsp;19 Main.CarstenHeidmann<br />&nbsp;&nbsp;8 Main.StefanFuest<br />&nbsp;&nbsp;4 Main.UlrichLooser<br />&nbsp;&nbsp;1 Main.ChrisMichl<br />&nbsp;&nbsp;1 Main.SylvainGrellet<br />&nbsp;&nbsp;1 Main.NateBooth |
| Mar 2010 |  6875 |  53 |  23 | 860 [[WebHome]]<br />858 [[WebTopicCreator]]<br />325 [[JRCWkShop2010]]<br />309 [[GroundwaterInteroperabilityExperiment]]<br />285 [[SurfacewaterInteroperabilityExperiment]]<br />164 [[HydroDWGDocuments]]<br />146 [[MtViewTc2009]]<br />139 [[WorkingGroupMeetings]]<br />130 [[Call2010-01-14]]<br />127 [[WebStatistics]]<br />126 [[HydroDWGWorkPlan]] | &nbsp;15 Main.DavidLemon<br />&nbsp;14 Main.IlinKuo<br />&nbsp;13 Main.NathanHemenway<br />&nbsp;&nbsp;9 Main.PeterFitch<br />&nbsp;&nbsp;4 Main.BoyanBrodaric<br />&nbsp;&nbsp;4 Main.JakobNisell<br />&nbsp;&nbsp;4 Main.PeterTaylor<br />&nbsp;&nbsp;4 Main.DavidValentine<br />&nbsp;&nbsp;3 Main.SimonJirka<br />&nbsp;&nbsp;2 Main.EricBoisvert<br />&nbsp;&nbsp;2 Main.DavidArctur |
| Feb 2010 |  5798 |  58 |  5 | 808 [[WebTopicCreator]]<br />683 [[WebHome]]<br />302 [[GroundwaterInteroperabilityExperiment]]<br />202 [[SurfacewaterInteroperabilityExperiment]]<br />179 [[SamplingFeature]]<br />161 [[JRCWkShop2010]]<br />154 [[WebChanges]]<br />141 [[Call2010-02-04]]<br />121 [[WorkingGroupMeetings]]<br />115 [[SOSLargeCollectionSensorDiscussion]]<br />113 [[HydroDWGWorkPlan]] | &nbsp;13 Main.EricBoisvert<br />&nbsp;11 Main.SimonCox<br />&nbsp;10 Main.BoyanBrodaric<br />&nbsp;&nbsp;6 Main.NateBooth<br />&nbsp;&nbsp;6 Main.DavidLemon<br />&nbsp;&nbsp;5 Main.PeterFitch<br />&nbsp;&nbsp;4 Main.PeterTaylor<br />&nbsp;&nbsp;4 Main.DavidValentine<br />&nbsp;&nbsp;2 Main.IlinKuo<br />&nbsp;&nbsp;1 Main.ChrisMichl<br />&nbsp;&nbsp;1 Main.AmyeOsti |
| Jan 2010 |  4619 |  20 |  2 | 653 [[WebTopicCreator]]<br />464 [[WebHome]]<br />224 [[GroundwaterInteroperabilityExperiment]]<br />180 [[SurfacewaterInteroperabilityExperiment]]<br />143 [[WorkingGroupMeetings]]<br />138 [[WebSearchAdvanced]]<br />128 [[HydroDWGDocuments]]<br />126 [[HydroDWGWorkPlan]]<br />122 [[WebChanges]]<br />121 [[WebSearch]]<br />117 [[WebNotify]] | &nbsp;&nbsp;8 Main.EricBoisvert<br />&nbsp;&nbsp;4 Main.BoyanBrodaric<br />&nbsp;&nbsp;3 Main.SimonJirka<br />&nbsp;&nbsp;2 Main.PeterFitch<br />&nbsp;&nbsp;1 Main.NateBooth<br />&nbsp;&nbsp;1 Main.SylvainGrellet<br />&nbsp;&nbsp;1 Main.DavidLemon<br />&nbsp;&nbsp;1 Main.KevinStegemoller<br />&nbsp;&nbsp;1 Main.StefanFuest |
| Dec 2009 |  4017 |  52 |  15 | 469 [[WebHome]]<br />417 [[WebTopicCreator]]<br />230 [[GroundwaterInteroperabilityExperiment]]<br />151 [[MtViewTc2009]]<br />140 [[WorkingGroupMeetings]]<br />132 [[WebChanges]]<br />125 [[WebNotify]]<br />113 [[WebSearch]]<br />111 [[WebTopicList]]<br />106 [[HydroDWGWorkPlan]]<br />106 [[WebPreferences]] | &nbsp;32 Main.IlyaZaslavsky<br />&nbsp;11 Main.PeterFitch<br />&nbsp;10 Main.DavidValentine<br />&nbsp;&nbsp;7 Main.BoyanBrodaric<br />&nbsp;&nbsp;4 Main.PeterTaylor<br />&nbsp;&nbsp;3 Main.EricBoisvert |
| Nov 2009 |  4458 |  122 |  3 | 543 [[WebTopicCreator]]<br />526 [[WebHome]]<br />401 [[GroundwaterInteroperabilityExperiment]]<br />178 [[WebChanges]]<br />153 [[WebNotify]]<br />148 [[WebPreferences]]<br />143 [[WebTopicList]]<br />138 [[WorkingGroupMeetings]]<br />136 [[WebSearchAdvanced]]<br />130 [[WebStatistics]]<br />129 [[WebSearch]] | &nbsp;48 Main.EricBoisvert<br />&nbsp;25 Main.BoyanBrodaric<br />&nbsp;22 Main.IlyaZaslavsky<br />&nbsp;17 Main.DavidValentine<br />&nbsp;&nbsp;9 Main.NateBooth<br />&nbsp;&nbsp;4 Main.PeterTaylor |
| Oct 2009 |  2894 |  0 |  0 | 647 [[WebTopicCreator]]<br />374 [[WebHome]]<br />142 [[WebSearchAdvanced]]<br />133 [[WebTopicList]]<br />132 [[WorkingGroupMeetings]]<br />131 [[WebNotify]]<br />126 [[WebPreferences]]<br />120 [[WebSearch]]<br />118 [[WebStatistics]]<br />113 [[DarmstadtTc2009]]<br />107 [[WebIndex]] |  |
| Sep 2009 |  2045 |  20 |  9 | 392 [[WebTopicCreator]]<br />323 [[WebHome]]<br />126 [[DarmstadtTc2009]]<br />113 [[WorkingGroupMeetings]]<br />104 [[WebSearch]]<br />&nbsp;99 [[WebTopicList]]<br />&nbsp;96 [[WebChanges]]<br />&nbsp;92 [[WebSearchAdvanced]]<br />&nbsp;84 [[WebStatistics]]<br />&nbsp;78 [[WebPreferences]]<br />&nbsp;77 [[WebNotify]] | &nbsp;11 Main.PeterTaylor<br />&nbsp;11 Main.DavidLemon<br />&nbsp;&nbsp;6 Main.EricHersh<br />&nbsp;&nbsp;1 Main.BradLee |
| Aug 2009 |  1210 |  0 |  0 | 326 [[WebTopicCreator]]<br />147 [[WebHome]]<br />&nbsp;66 [[WebSearch]]<br />&nbsp;63 [[WebChanges]]<br />&nbsp;60 [[WebSearchAdvanced]]<br />&nbsp;59 [[WebStatistics]]<br />&nbsp;57 [[WorkingGroupMeetings]]<br />&nbsp;50 [[WebIndex]]<br />&nbsp;50 [[BostonTc2009]]<br />&nbsp;48 [[WebTopicList]]<br />&nbsp;45 [[WebPreferences]] |  |
| Jul 2009 |  1197 |  1 |  0 | 253 [[WebTopicCreator]]<br />197 [[WebHome]]<br />&nbsp;83 [[WorkingGroupMeetings]]<br />&nbsp;78 [[BostonTc2009]]<br />&nbsp;61 [[WebSearch]]<br />&nbsp;59 [[WebChanges]]<br />&nbsp;55 [[WebTopicList]]<br />&nbsp;54 [[WebPreferences]]<br />&nbsp;52 [[WebSearchAdvanced]]<br />&nbsp;50 [[WebStatistics]]<br />&nbsp;47 [[WebIndex]] | &nbsp;&nbsp;1 Main.DavidValentine |
| Jun 2009 |  1108 |  33 |  20 | 260 [[WebTopicCreator]]<br />203 [[WebHome]]<br />&nbsp;88 [[BostonTc2009]]<br />&nbsp;81 [[WorkingGroupMeetings]]<br />&nbsp;55 [[WebSearch]]<br />&nbsp;51 [[AthensTc2009]]<br />&nbsp;48 [[WebStatistics]]<br />&nbsp;45 [[WebChanges]]<br />&nbsp;40 [[WebIndex]]<br />&nbsp;38 [[WebTopicList]]<br />&nbsp;38 [[WebSearchAdvanced]] | &nbsp;24 Main.IlyaZaslavsky<br />&nbsp;17 Main.LaurentLefort<br />&nbsp;12 Main.DavidArctur |
| May 2009 |  671 |  0 |  0 | 151 [[WebTopicCreator]]<br />123 [[WebHome]]<br />&nbsp;45 [[WebChanges]]<br />&nbsp;41 [[WebSearch]]<br />&nbsp;39 [[WebSearchAdvanced]]<br />&nbsp;38 [[AthensTc2009]]<br />&nbsp;37 [[WebNotify]]<br />&nbsp;35 [[WebIndex]]<br />&nbsp;35 [[WorkingGroupMeetings]]<br />&nbsp;33 [[WebStatistics]]<br />&nbsp;33 [[WebPreferences]] |  |
| Apr 2009 |  561 |  12 |  7 | 104 [[WebHome]]<br />100 [[WebTopicCreator]]<br />&nbsp;84 [[AthensTc2009]]<br />&nbsp;40 [[WorkingGroupMeetings]]<br />&nbsp;32 [[WebNotify]]<br />&nbsp;29 [[WebTopicList]]<br />&nbsp;29 [[WebSearch]]<br />&nbsp;28 [[WebChanges]]<br />&nbsp;26 [[WebSearchAdvanced]]<br />&nbsp;26 [[WebStatistics]]<br />&nbsp;26 [[WebPreferences]] | &nbsp;18 Main.SimonCox<br />&nbsp;&nbsp;1 Main.KevinStegemoller |

__Notes:__
   * Do not edit this topic, it is updated automatically. (You can also <a href="%SCRIPTURLPATH{statistics}%/%WEB%">force</a> an update)
   * %TWIKIWEB%.TWikiDocumentation tells you how to enable the automatic updates of the statistics.
   * Suggestion: You could archive this topic once a year and delete the previous year's statistics from the table.
